Client;signaleringid;indicatorid;waarde;argument;naam;gewicht;eindresultaat;succes;toelichting;Datasource1;Interface1;Time;Year;Quarter;Month;MonthName;Week;WeekDay;DayMonth;DayYear;TimeJS;YearWeek;eindargumentatie;MS;Oncology;CV;PAH;signalering_eindresultaat
4331;792762;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_z;RServe interface;29.04.2014 18:40;2014;2;4;April;18;Tuesday;29;119;1398796833;2014.18;CSR;;;;Damage;2
4332;792797;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;29.04.2014 20:09;2014;2;4;April;18;Tuesday;29;119;1398802155;2014.18;Submission;;;;Damage;1
4333;792808;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;29.04.2014 20:41;2014;2;4;April;18;Tuesday;29;119;1398804116;2014.18;CSR;;;;Damage;1
4335;792866;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;30.04.2014 08:58;2014;2;4;April;18;Wednesday;30;120;1398848310;2014.18;CSR;;;;Damage;2
4337;792898;505;100;Outsourced;CRO 1;1;1;NULL;NULL;datasource_x;RServe interface;30.04.2014 10:31;2014;2;4;April;18;Wednesday;30;120;1398853903;2014.18;Other;;;;Damage;6
4340;792907;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_x;RServe interface;30.04.2014 10:50;2014;2;4;April;18;Wednesday;30;120;1398855036;2014.18;Other;;;;Damage;7
4341;792928;505;100;Outsourced;CRO 2;1;1;NULL;NULL;R_model;RServe interface;30.04.2014 11:41;2014;2;4;April;18;Wednesday;30;120;1398858108;2014.18;CSR;;;;Damage;1
4342;792993;505;100;Outsourced;CRO 2;1;1;NULL;NULL;R_model;RServe interface;30.04.2014 13:41;2014;2;4;April;18;Wednesday;30;120;1398865319;2014.18;CSR;;;;Damage;1
4345;793000;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_z;RServe interface;30.04.2014 13:55;2014;2;4;April;18;Wednesday;30;120;1398866149;2014.18;CSR;;;;Damage;107
4348;793036;505;100;Outsourced;CRO 1;1;1;NULL;NULL;claim_history;RServe interface;30.04.2014 14:33;2014;2;4;April;18;Wednesday;30;120;1398868411;2014.18;CSR;;;;Damage;107
4350;793111;505;100;In House;Jansen;1;1;NULL;NULL;R_model;RServe interface;30.04.2014 16:43;2014;2;4;April;18;Wednesday;30;120;1398876207;2014.18;Submission;;;;Damage;101
4377;793901;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;30.04.2014 18:13;2014;2;4;April;18;Wednesday;30;120;1398881636;2014.18;CSR;;;;Damage;6
4378;793912;505;100;Outsourced;CRO 1;1;1;NULL;NULL;datasource_x;RServe interface;30.04.2014 18:26;2014;2;4;April;18;Wednesday;30;120;1398882378;2014.18;CSR;;;;Damage;1
4380;793967;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;30.04.2014 20:30;2014;2;4;April;18;Wednesday;30;120;1398889853;2014.18;CSR;;;;Damage;36
4384;793976;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;30.04.2014 20:52;2014;2;4;April;18;Wednesday;30;120;1398891120;2014.18;CSR;;;;Damage;8
4386;794034;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;01.05.2014 08:54;2014;2;5;May;18;Thursday;1;121;1398934470;2014.18;CSR;;;;Damage;16
4387;794036;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_x;RServe interface;01.05.2014 09:09;2014;2;5;May;18;Thursday;1;121;1398935375;2014.18;CSR;;;;Damage;1
4389;794051;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;01.05.2014 09:40;2014;2;5;May;18;Thursday;1;121;1398937204;2014.18;CSR;;;;Damage;6
4390;794089;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;01.05.2014 11:30;2014;2;5;May;18;Thursday;1;121;1398943822;2014.18;CSR;;;;Damage;1
4391;794134;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;01.05.2014 13:10;2014;2;5;May;18;Thursday;1;121;1398949831;2014.18;Submission;;;;Damage;1
4394;794162;505;100;Outsourced;CRO 1;1;1;NULL;NULL;claim_history;RServe interface;01.05.2014 14:06;2014;2;5;May;18;Thursday;1;121;1398953176;2014.18;CSR;;;;Damage;107
4397;794165;505;100;In House;Jansen;1;1;NULL;NULL;R_model;RServe interface;01.05.2014 14:11;2014;2;5;May;18;Thursday;1;121;1398953492;2014.18;CSR;;;;Damage;7
4414;795431;505;100;In House;Jansen;1;1;NULL;NULL;claim_history;RServe interface;01.05.2014 21:01;2014;2;5;May;18;Thursday;1;121;1398978103;2014.18;Submission;;;;Damage;1
4418;795442;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;01.05.2014 21:33;2014;2;5;May;18;Thursday;1;121;1398980033;2014.18;CSR;;;;Damage;108
4419;795483;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;02.05.2014 08:22;2014;2;5;May;18;Friday;2;122;1399018937;2014.18;Other;;;;Damage;1
4421;795560;505;100;In House;Jansen;1;1;NULL;NULL;claim_history;RServe interface;02.05.2014 12:24;2014;2;5;May;18;Friday;2;122;1399033453;2014.18;CSR;;;;Damage;6
4424;795567;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_x;RServe interface;02.05.2014 12:36;2014;2;5;May;18;Friday;2;122;1399034191;2014.18;Submission;;;;Damage;72
4425;795673;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;02.05.2014 16:46;2014;2;5;May;18;Friday;2;122;1399049186;2014.18;CSR;;;;Damage;1
4430;796556;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_y;RServe interface;02.05.2014 17:19;2014;2;5;May;18;Friday;2;122;1399051153;2014.18;Other;;;;Damage;107
4471;797552;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;02.05.2014 20:49;2014;2;5;May;18;Friday;2;122;1399063781;2014.18;CSR;;;;Damage;1
4473;797647;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;03.05.2014 12:10;2014;2;5;May;18;Saturday;3;123;1399119015;2014.18;CSR;;;;Damage;101
4476;797652;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;03.05.2014 12:25;2014;2;5;May;18;Saturday;3;123;1399119951;2014.18;Other;;;;Damage;37
4478;797726;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;03.05.2014 15:45;2014;2;5;May;18;Saturday;3;123;1399131914;2014.18;CSR;;;;Damage;101
4480;797729;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;03.05.2014 15:53;2014;2;5;May;18;Saturday;3;123;1399132425;2014.18;CSR;;;;Damage;36
4482;797777;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_z;RServe interface;03.05.2014 18:23;2014;2;5;May;18;Saturday;3;123;1399141424;2014.18;CSR;;;;Damage;2
4485;797867;505;100;Outsourced;CRO 2;1;1;NULL;NULL;claim_history;RServe interface;04.05.2014 13:36;2014;2;5;May;18;Sunday;4;124;1399210578;2014.18;CSR;;;;Damage;102
4486;797884;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;04.05.2014 15:05;2014;2;5;May;18;Sunday;4;124;1399215924;2014.18;CSR;;;;Damage;1
4488;797886;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;04.05.2014 15:25;2014;2;5;May;18;Sunday;4;124;1399217124;2014.18;CSR;;;;Damage;2
4490;797952;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_y;RServe interface;04.05.2014 21:54;2014;2;5;May;18;Sunday;4;124;1399240473;2014.18;Other;;;;Damage;2
4493;798045;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;05.05.2014 11:38;2014;2;5;May;18;Monday;5;125;1399289905;2014.18;CSR;;;;Damage;37
4495;798068;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;05.05.2014 12:04;2014;2;5;May;18;Monday;5;125;1399291445;2014.18;CSR;;;;Damage;26
4499;798078;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;05.05.2014 12:27;2014;2;5;May;18;Monday;5;125;1399292838;2014.18;CSR;;;;Damage;12
4501;798119;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;05.05.2014 14:01;2014;2;5;May;18;Monday;5;125;1399298511;2014.18;CSR;;;;Damage;16
4505;798192;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_z;RServe interface;05.05.2014 15:45;2014;2;5;May;18;Monday;5;125;1399304739;2014.18;CSR;;;;Damage;38
4508;798198;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;05.05.2014 15:54;2014;2;5;May;18;Monday;5;125;1399305251;2014.18;Other;;;;Damage;107
4513;798224;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;05.05.2014 16:23;2014;2;5;May;18;Monday;5;125;1399307027;2014.18;Submission;;;;Damage;206
4514;798226;505;100;In House;Jansen;1;1;NULL;NULL;claim_history;RServe interface;05.05.2014 16:26;2014;2;5;May;18;Monday;5;125;1399307205;2014.18;CSR;;;;Damage;1
4516;798229;505;100;In House;Jansen;1;1;NULL;NULL;R_model;RServe interface;05.05.2014 16:32;2014;2;5;May;18;Monday;5;125;1399307532;2014.18;CSR;;;;Damage;2
4555;799583;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;05.05.2014 18:35;2014;2;5;May;18;Monday;5;125;1399314909;2014.18;Other;;;;Damage;106
4557;799585;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;05.05.2014 18:37;2014;2;5;May;18;Monday;5;125;1399315045;2014.18;Other;;;;Damage;101
4559;799594;505;100;In House;Jansen;1;1;NULL;NULL;claim_history;RServe interface;05.05.2014 18:59;2014;2;5;May;18;Monday;5;125;1399316395;2014.18;Other;;;;Damage;6
4561;799595;505;100;In House;Jansen;1;1;NULL;NULL;claim_history;RServe interface;05.05.2014 19:00;2014;2;5;May;18;Monday;5;125;1399316431;2014.18;CSR;;;;Damage;10
4563;799721;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;06.05.2014 11:03;2014;2;5;May;19;Tuesday;6;126;1399374228;2014.19;Submission;;;;Damage;2
4566;799764;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;06.05.2014 13:14;2014;2;5;May;19;Tuesday;6;126;1399382049;2014.19;CSR;;;;Damage;11
4568;799789;505;100;In House;Jansen;1;1;NULL;NULL;claim_history;RServe interface;06.05.2014 14:02;2014;2;5;May;19;Tuesday;6;126;1399384969;2014.19;CSR;;;;Damage;2
4571;799792;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;06.05.2014 14:07;2014;2;5;May;19;Tuesday;6;126;1399385232;2014.19;CSR;;;;Damage;72
4572;799799;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_x;RServe interface;06.05.2014 14:15;2014;2;5;May;19;Tuesday;6;126;1399385718;2014.19;CSR;;;;Damage;1
4574;799823;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;06.05.2014 14:57;2014;2;5;May;19;Tuesday;6;126;1399388264;2014.19;Other;;;;Damage;6
4577;799825;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;06.05.2014 15:00;2014;2;5;May;19;Tuesday;6;126;1399388428;2014.19;CSR;;;;Damage;41
4578;799879;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;06.05.2014 16:51;2014;2;5;May;19;Tuesday;6;126;1399395093;2014.19;CSR;;;;Damage;1
4579;799882;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;06.05.2014 16:55;2014;2;5;May;19;Tuesday;6;126;1399395356;2014.19;CSR;;;;Damage;1
4607;801314;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;06.05.2014 18:58;2014;2;5;May;19;Tuesday;6;126;1399402680;2014.19;CSR;;;;Damage;207
4608;801355;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_y;RServe interface;06.05.2014 21:20;2014;2;5;May;19;Tuesday;6;126;1399411206;2014.19;CSR;;;;Damage;1
4610;801499;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;07.05.2014 12:34;2014;2;5;May;19;Wednesday;7;127;1399466099;2014.19;CSR;;;;Damage;2
4613;801591;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;07.05.2014 15:49;2014;2;5;May;19;Wednesday;7;127;1399477774;2014.19;CSR;;;;Damage;107
4615;801596;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;07.05.2014 16:08;2014;2;5;May;19;Wednesday;7;127;1399478920;2014.19;Other;;;;Damage;106
4639;802992;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;07.05.2014 17:33;2014;2;5;May;19;Wednesday;7;127;1399483999;2014.19;CSR;;;;Damage;2
4650;803207;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;07.05.2014 17:45;2014;2;5;May;19;Wednesday;7;127;1399484749;2014.19;CSR;;;;Damage;101
4653;803211;505;100;In House;Jansen;1;1;NULL;NULL;claim_history;RServe interface;07.05.2014 17:49;2014;2;5;May;19;Wednesday;7;127;1399484983;2014.19;CSR;;;;Damage;102
4654;803235;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;07.05.2014 19:13;2014;2;5;May;19;Wednesday;7;127;1399490008;2014.19;CSR;;;;Damage;1
4656;803257;505;100;In House;Jansen;1;1;NULL;NULL;claim_history;RServe interface;07.05.2014 20:33;2014;2;5;May;19;Wednesday;7;127;1399494793;2014.19;CSR;;;;Damage;3
4659;803258;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_y;RServe interface;07.05.2014 20:35;2014;2;5;May;19;Wednesday;7;127;1399494908;2014.19;CSR;;;;Damage;111
4660;803310;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;08.05.2014 08:44;2014;2;5;May;19;Thursday;8;128;1399538663;2014.19;CSR;;;;Damage;1
4661;803434;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;08.05.2014 13:45;2014;2;5;May;19;Thursday;8;128;1399556702;2014.19;CSR;;;;Damage;1
4663;803470;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;08.05.2014 15:01;2014;2;5;May;19;Thursday;8;128;1399561284;2014.19;CSR;;;;Damage;101
4667;803500;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_x;RServe interface;08.05.2014 16:00;2014;2;5;May;19;Thursday;8;128;1399564803;2014.19;CSR;;;;Damage;112
4691;804706;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;09.05.2014 11:29;2014;2;5;May;19;Friday;9;129;1399634980;2014.19;CSR;;;;Damage;1
4692;804713;505;100;Outsourced;CRO 2;1;1;NULL;NULL;R_model;RServe interface;09.05.2014 11:50;2014;2;5;May;19;Friday;9;129;1399636221;2014.19;CSR;;;;Damage;1
4695;804753;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;09.05.2014 13:00;2014;2;5;May;19;Friday;9;129;1399640453;2014.19;CSR;;;;Damage;102
4697;804755;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;09.05.2014 13:09;2014;2;5;May;19;Friday;9;129;1399640998;2014.19;Other;;;;Damage;2
4700;804765;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_y;RServe interface;09.05.2014 13:25;2014;2;5;May;19;Friday;9;129;1399641936;2014.19;CSR;;;;Damage;107
4702;804804;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_x;RServe interface;09.05.2014 14:47;2014;2;5;May;19;Friday;9;129;1399646843;2014.19;CSR;;;;Damage;101
4705;804824;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;09.05.2014 15:15;2014;2;5;May;19;Friday;9;129;1399648528;2014.19;CSR;;;;Damage;102
4707;804825;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;09.05.2014 15:15;2014;2;5;May;19;Friday;9;129;1399648544;2014.19;CSR;;;;Damage;101
4708;804889;505;100;Outsourced;CRO 1;1;1;NULL;NULL;datasource_y;RServe interface;09.05.2014 16:57;2014;2;5;May;19;Friday;9;129;1399654629;2014.19;CSR;;;;Damage;1
4716;805259;505;100;Outsourced;CRO 1;1;1;NULL;NULL;datasource_y;RServe interface;09.05.2014 17:09;2014;2;5;May;19;Friday;9;129;1399655379;2014.19;CSR;;;;Damage;1
4738;805931;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_z;RServe interface;09.05.2014 18:38;2014;2;5;May;19;Friday;9;129;1399660694;2014.19;CSR;;;;Damage;1
4739;805986;505;100;In House;Jansen;1;1;NULL;NULL;R_model;RServe interface;09.05.2014 22:03;2014;2;5;May;19;Friday;9;129;1399673031;2014.19;CSR;;;;Damage;1
4740;805995;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;09.05.2014 22:24;2014;2;5;May;19;Friday;9;129;1399674242;2014.19;CSR;;;;Damage;1
4741;806119;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;10.05.2014 15:15;2014;2;5;May;19;Saturday;10;130;1399734910;2014.19;CSR;;;;Damage;1
4743;806132;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;10.05.2014 15:53;2014;2;5;May;19;Saturday;10;130;1399737183;2014.19;CSR;;;;Damage;101
4747;806338;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;11.05.2014 23:42;2014;2;5;May;19;Sunday;11;131;1399851759;2014.19;CSR;;;;Damage;108
4748;806373;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;12.05.2014 09:49;2014;2;5;May;19;Monday;12;132;1399888158;2014.19;CSR;;;;Damage;1
4755;806388;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_x;RServe interface;12.05.2014 10:26;2014;2;5;May;19;Monday;12;132;1399890410;2014.19;Submission;;;;Damage;205
4756;806478;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;12.05.2014 13:43;2014;2;5;May;19;Monday;12;132;1399902235;2014.19;CSR;;;;Damage;1
4758;806526;505;100;Outsourced;CRO 2;1;1;NULL;NULL;claim_history;RServe interface;12.05.2014 14:59;2014;2;5;May;19;Monday;12;132;1399906748;2014.19;CSR;;;;Damage;6
4760;806535;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_z;RServe interface;12.05.2014 15:15;2014;2;5;May;19;Monday;12;132;1399907743;2014.19;CSR;;;;Damage;2
4780;807573;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;12.05.2014 17:24;2014;2;5;May;19;Monday;12;132;1399915457;2014.19;CSR;;;;Damage;2
4792;807992;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_x;RServe interface;12.05.2014 18:29;2014;2;5;May;19;Monday;12;132;1399919372;2014.19;Other;;;;Damage;1
4795;808005;505;100;Outsourced;CRO 1;1;1;NULL;NULL;datasource_x;RServe interface;12.05.2014 19:38;2014;2;5;May;19;Monday;12;132;1399923494;2014.19;CSR;;;;Damage;41
4797;808010;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_y;RServe interface;12.05.2014 19:57;2014;2;5;May;19;Monday;12;132;1399924649;2014.19;Other;;;;Damage;2
4800;808023;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;12.05.2014 20:17;2014;2;5;May;19;Monday;12;132;1399925832;2014.19;CSR;;;;Damage;7
4803;808087;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;13.05.2014 01:28;2014;2;5;May;20;Tuesday;13;133;1399944484;2014.2;CSR;;;;Damage;102
4805;808094;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;13.05.2014 07:44;2014;2;5;May;20;Tuesday;13;133;1399967056;2014.2;CSR;;;;Damage;51
4808;808195;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_z;RServe interface;13.05.2014 12:45;2014;2;5;May;20;Tuesday;13;133;1399985106;2014.2;CSR;;;;Damage;41
4812;808208;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;13.05.2014 13:24;2014;2;5;May;20;Tuesday;13;133;1399987464;2014.2;CSR;;;;Damage;39
4814;808213;505;100;In House;Jansen;1;1;NULL;NULL;claim_history;RServe interface;13.05.2014 13:48;2014;2;5;May;20;Tuesday;13;133;1399988915;2014.2;CSR;;;;Damage;2
4815;808218;505;100;In House;Jansen;1;1;NULL;NULL;R_model;RServe interface;13.05.2014 13:53;2014;2;5;May;20;Tuesday;13;133;1399989205;2014.2;CSR;;;;Damage;1
4843;809329;505;100;Outsourced;CRO 1;1;1;NULL;NULL;datasource_z;RServe interface;13.05.2014 17:23;2014;2;5;May;20;Tuesday;13;133;1400001811;2014.2;CSR;;;;Damage;71
4853;809708;505;100;Outsourced;CRO 1;1;1;NULL;NULL;claim_history;RServe interface;13.05.2014 19:25;2014;2;5;May;20;Tuesday;13;133;1400009133;2014.2;CSR;;;;Damage;1
4856;809714;505;100;In House;Jansen;1;1;NULL;NULL;claim_history;RServe interface;13.05.2014 19:41;2014;2;5;May;20;Tuesday;13;133;1400010111;2014.2;CSR;;;;Damage;37
4858;809766;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;13.05.2014 21:38;2014;2;5;May;20;Tuesday;13;133;1400017098;2014.2;DSUR/IDMC;;;;Damage;2
4859;809778;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;13.05.2014 22:44;2014;2;5;May;20;Tuesday;13;133;1400021056;2014.2;Submission;;;;Damage;1
4861;809800;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_x;RServe interface;14.05.2014 09:28;2014;2;5;May;20;Wednesday;14;134;1400059686;2014.2;CSR;;;;Damage;6
4863;809835;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;14.05.2014 11:04;2014;2;5;May;20;Wednesday;14;134;1400065473;2014.2;CSR;;;;Damage;36
4864;809836;505;100;Outsourced;CRO 1;1;1;NULL;NULL;datasource_y;RServe interface;14.05.2014 11:09;2014;2;5;May;20;Wednesday;14;134;1400065785;2014.2;CSR;;;;Damage;1
4867;809849;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;14.05.2014 11:41;2014;2;5;May;20;Wednesday;14;134;1400067707;2014.2;CSR;;;;Damage;11
4868;809890;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;14.05.2014 13:10;2014;2;5;May;20;Wednesday;14;134;1400073018;2014.2;CSR;;;;Damage;1
4871;809908;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_y;RServe interface;14.05.2014 13:40;2014;2;5;May;20;Wednesday;14;134;1400074809;2014.2;Other;;;;Damage;107
4873;809928;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_x;RServe interface;14.05.2014 14:44;2014;2;5;May;20;Wednesday;14;134;1400078667;2014.2;CSR;;;;Damage;106
4877;809937;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_y;RServe interface;14.05.2014 15:12;2014;2;5;May;20;Wednesday;14;134;1400080377;2014.2;Submission;;;;Damage;142
4879;810017;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;14.05.2014 17:01;2014;2;5;May;20;Wednesday;14;134;1400086879;2014.2;CSR;;;;Damage;2
4904;811032;505;100;Outsourced;CRO 2;1;1;NULL;NULL;R_model;RServe interface;14.05.2014 20:50;2014;2;5;May;20;Wednesday;14;134;1400100603;2014.2;CSR;;;;Damage;117
4905;811064;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;14.05.2014 22:33;2014;2;5;May;20;Wednesday;14;134;1400106808;2014.2;CSR;;;;Damage;1
4906;811104;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;15.05.2014 09:15;2014;2;5;May;20;Thursday;15;135;1400145304;2014.2;CSR;;;;Damage;1
4909;811140;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;15.05.2014 10:25;2014;2;5;May;20;Thursday;15;135;1400149528;2014.2;CSR;;;;Damage;107
4911;811260;505;100;Outsourced;CRO 1;1;1;NULL;NULL;datasource_x;RServe interface;15.05.2014 15:31;2014;2;5;May;20;Thursday;15;135;1400167863;2014.2;Other;;;;Damage;106
4942;812324;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;15.05.2014 19:03;2014;2;5;May;20;Thursday;15;135;1400180632;2014.2;Other;;;;Damage;1
4945;812334;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;15.05.2014 19:33;2014;2;5;May;20;Thursday;15;135;1400182422;2014.2;CSR;;;;Damage;37
4950;812341;505;100;In House;Jansen;1;1;NULL;NULL;R_model;RServe interface;15.05.2014 19:47;2014;2;5;May;20;Thursday;15;135;1400183241;2014.2;Other;;;;Damage;104
4951;812421;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;16.05.2014 08:24;2014;2;5;May;20;Friday;16;136;1400228682;2014.2;CSR;;;;Damage;1
4953;812462;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_z;RServe interface;16.05.2014 10:41;2014;2;5;May;20;Friday;16;136;1400236886;2014.2;Other;;;;Damage;2
4955;812545;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;16.05.2014 13:41;2014;2;5;May;20;Friday;16;136;1400247695;2014.2;Other;;;;Damage;101
4959;812583;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_z;RServe interface;16.05.2014 14:48;2014;2;5;May;20;Friday;16;136;1400251700;2014.2;CSR;;;;Damage;108
4961;812623;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;16.05.2014 16:20;2014;2;5;May;20;Friday;16;136;1400257249;2014.2;CSR;;;;Damage;1
4979;813710;505;100;Outsourced;CRO 1;1;1;NULL;NULL;datasource_y;RServe interface;16.05.2014 19:48;2014;2;5;May;20;Friday;16;136;1400269733;2014.2;CSR;;;;Damage;206
4980;813729;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;16.05.2014 20:52;2014;2;5;May;20;Friday;16;136;1400273547;2014.2;Other;;;;Damage;1
4982;813761;505;100;In House;Jansen;1;1;NULL;NULL;R_model;RServe interface;17.05.2014 00:52;2014;2;5;May;20;Saturday;17;137;1400287925;2014.2;Other;;;;Damage;2
4984;813783;505;100;In House;Jansen;1;1;NULL;NULL;datasource_z;RServe interface;17.05.2014 09:34;2014;2;5;May;20;Saturday;17;137;1400319275;2014.2;Other;;;;Damage;16
4986;813809;505;100;In House;Jansen;1;1;NULL;NULL;datasource_x;RServe interface;17.05.2014 10:54;2014;2;5;May;20;Saturday;17;137;1400324047;2014.2;CSR;;;;Damage;2
4987;813942;505;100;In House;Jansen;1;1;NULL;NULL;datasource_y;RServe interface;17.05.2014 17:52;2014;2;5;May;20;Saturday;17;137;1400349154;2014.2;CSR;;;;Damage;1
4989;813992;505;100;Outsourced;CRO 2;1;1;NULL;NULL;datasource_z;RServe interface;18.05.2014 09:03;2014;2;5;May;20;Sunday;18;138;1400403816;2014.2;Other;;;;Damage;6
